"GenusSpp","Conc.cellsmL","totbiovol.um3mL","indbiovol.um3","date","month","CY","genus","order","class","diaztroph","diaztroph.fac"
"Cyanodictyon imperfectum",240329.952,NA,0.4,2014-06-16,6,2014,"Cyanocatena","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon imperfectum",1796976.896,NA,0.4,2015-10-14,10,2015,"Cyanocatena","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon imperfectum",79167.5136,NA,0.3,2016-05-15,5,2016,"Cyanocatena","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon imperfectum",207343.488,NA,0.4,2015-09-15,9,2015,"Cyanocatena","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon imperfectum",2682899.072,NA,0.4,2014-07-14,7,2014,"Cyanocatena","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",5340.6656,NA,0.5,2012-06-13,6,2012,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",38012.9728,NA,0.4,2013-05-05,5,2013,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",1884.9408,NA,0.5,2015-05-15,5,2015,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",379249.728,NA,0.5,2012-08-28,8,2012,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",197918.784,NA,0.3,2013-06-13,6,2013,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",353845.44,NA,0.4,2012-10-24,10,2012,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanodictyon sp.",950324.32,NA,0.4,2012-08-03,8,2012,"Cyanodictyon","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanogranis ferruginea",15877.68,NA,NA,2009-08-23,8,2009,"Cyanogranis","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanogranis ferruginea",12566.272,NA,0.3,2012-08-03,8,2012,"Cyanogranis","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanogranis ferruginea",2721.888,NA,0.5,2012-10-24,10,2012,"Cyanogranis","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanogranis ferruginea",8246.616,NA,0.4,2015-06-15,6,2015,"Cyanogranis","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanogranis ferruginea",2042.0192,NA,0.4,2014-05-20,5,2014,"Cyanogranis","Synechococcales","Cyanophyceae",0,"nondiaz"
"Cyanogranis ferruginea",12566.272,NA,0.4,2014-07-14,7,2014,"Cyanogranis","Synechococcales","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",3629.184,NA,3.1,2012-08-28,8,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",157.0784,NA,12.4,2016-06-15,6,2016,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",2513.2544,NA,3.9,2013-05-05,5,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",3141.568,NA,4.2,2015-10-14,10,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",6283.136,NA,6.4,2014-07-14,7,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",3141.568,NA,3.1,2013-09-23,9,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",362.9184,NA,14.1,2012-10-24,10,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",628.3136,NA,1.8,2014-06-16,6,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",1884.9408,NA,6.4,2016-05-15,5,2016,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair spp.",392.696,NA,11.5,2015-06-15,6,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte cell pair, oval/rod spp.",3141.568,NA,2,2014-10-15,10,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"Cyanophyte colony",2000,28260,14.13,2020-06-16,6,2020,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte colony sp.",140,NA,57.9,2014-10-15,10,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte colony sp.",56548.224,NA,0.6,2012-08-03,8,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte colony sp.",2513.2544,NA,0.5,2012-06-13,6,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte colony sp.",9072.96,NA,0.3,2013-08-13,8,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte colony sp.",3141.568,NA,6.2,2013-06-13,6,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",6560,NA,12.3,2014-07-14,7,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",888,NA,11.6,2014-06-16,6,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",1670,NA,7.9,2015-07-15,7,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",510.5048,NA,8.3,2015-05-15,5,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",1452.9752,NA,8.3,2014-05-20,5,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",10800,NA,16.5,2014-08-14,8,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte filament sp.",180,NA,10.4,2014-07-14,7,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte tetrad spp.",3629.184,NA,0.5,2012-08-28,8,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte tetrad spp.",6804.72,NA,NA,2009-08-23,8,2009,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte tetrad spp.",12566.272,NA,1.2,2015-08-16,8,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte tetrad spp.",1884.9408,NA,0.5,2014-05-20,5,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte tetrad spp.",12566.272,NA,0.5,2014-07-14,7,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte tetrad spp.",18849.408,NA,6.4,2015-10-14,10,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",1570.784,NA,4.4,2013-06-13,6,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",196.348,NA,2.5,2015-06-15,6,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",1814.592,NA,15.2,2012-08-28,8,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",314.1568,NA,8.3,2016-05-15,5,2016,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",1570.784,NA,6.3,2015-10-14,10,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",157.0784,NA,2.2,2013-05-05,5,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",907.296,NA,8.2,2013-08-13,8,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, oval/rod  2.5-5um spp.",157.0784,NA,2.9,2014-09-15,9,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",1256.6272,NA,9.7,2014-06-16,6,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",785.392,NA,41.6,2012-08-03,8,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",3141.568,NA,14.1,2014-07-14,7,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",6283.136,NA,8.2,2014-08-14,8,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",1570.784,NA,8.2,2013-06-13,6,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",1570.784,NA,8.2,2015-08-16,8,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",2835.3,NA,NA,2009-08-23,8,2009,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",1814.592,NA,14.1,2012-08-28,8,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",392.696,NA,8.2,2015-06-15,6,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",1570.784,NA,8.2,2015-07-15,7,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",471.2352,NA,17.2,2013-05-05,5,2013,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",1570.784,NA,8.2,2015-10-14,10,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",56.706,NA,8.2,2011-06-26,6,2011,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",3141.568,NA,8.2,2014-10-15,10,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",3141.568,NA,8.2,2015-09-15,9,2015,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicell, sphere  2.5-5um spp.",157.0784,NA,8.2,2014-09-15,9,2014,NA,"unid","Cyanophyceae",0,"nondiaz"
"cyanophyte unicelll, oval/rod  2.5-5um spp.",157.0784,NA,19.7,2012-06-13,6,2012,NA,"unid","Cyanophyceae",0,"nondiaz"
"Cyclotella",6.20087336244542,2102.84017467249,339.12,2019-06-11,6,2019,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",5000,2612480,522.496,2016-09-15,9,2016,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",40.5714285714286,24459.7028571429,602.88,2017-07-11,7,2017,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",118.333333333333,40965.225,346.185,2018-05-15,5,2018,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",3152.4,618658.5,196.25,2019-05-14,5,2019,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",50,3179.25,63.585,2016-10-16,10,2016,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",1800,339120,188.4,2017-05-15,5,2017,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",100,40192,401.92,2017-06-13,6,2017,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",94.6666666666667,36413.5333333333,384.65,2020-05-12,5,2020,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cyclotella sp.",50,8478,169.56,2016-07-15,7,2016,"Cyclotella","Thalassiosirales","Bacillariophyceae",NA,"NoClass"
"Cymbella/Encyonema sp.",2,NA,2788,2016-06-15,6,2016,"Cymbella","Cymbellales","Bacillariophyceae",NA,"NoClass"
"Cymbella/Encyonema sp.",39.2696,NA,2159.8,2012-06-13,6,2012,"Cymbella","Cymbellales","Bacillariophyceae",NA,"NoClass"
"Cymbella/Encyonema sp.",2,NA,6401,2016-05-15,5,2016,"Cymbella","Cymbellales","Bacillariophyceae",NA,"NoClass"
"Dactylococcopsis irregularis",39.2696,NA,6.9,2014-05-20,5,2014,"Dactylococcopsis","Cyanobacteriales","Cyanophyceae",NA,"NoClass"
"Dactylococcopsis irregularis",1570.784,NA,1.6,2013-09-23,9,2013,"Dactylococcopsis","Cyanobacteriales","Cyanophyceae",NA,"NoClass"
"Desmodesmus abundans",1000,12560,12.56,2017-08-15,8,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",135.238095238095,6369.71428571429,47.1,2018-05-15,5,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",200,5233.33333333333,26.1666666666667,2020-06-16,6,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",2400,40192,16.7466666666667,2017-06-13,6,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",2900,122960,42.4,2016-08-15,8,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",5555.55555555556,261666.666666667,47.1,2016-09-15,9,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",500,18840,37.68,2016-10-16,10,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus abundans",1150,43332,37.68,2017-05-15,5,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus armatus",67.6190476190476,3184.85714285714,47.1,2018-05-15,5,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus armatus var. bicaudatus",200,133973.333333333,669.866666666667,2017-06-13,6,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus brasiliensis",200,2093.33333333333,10.4666666666667,2019-09-17,9,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus brasiliensis",71,1588.4475,22.3725,2020-05-12,5,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus cf. bicaudatus",157.0784,NA,25,2016-05-15,5,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus cf. bicaudatus",16,NA,37,2015-06-15,6,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus cf. bicaudatus",785.392,NA,24.5,2014-09-15,9,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",56.8,100709.429333333,1773.05333333333,2019-05-14,5,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",40,NA,359.5,2014-09-15,9,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",550,136720.833333333,248.583333333333,2019-08-13,8,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",200,7536,37.68,2017-05-15,5,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",608.571428571429,35387.3015873016,58.1481481481482,2018-05-15,5,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",200,8478,42.39,2018-08-14,8,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",473.333333333333,39633.7777777778,83.7333333333333,2020-09-15,9,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",500,6280,12.56,2017-08-15,8,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",200,47100,235.5,2020-06-16,6,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",80,NA,99.5,2014-07-14,7,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",1190.96774193548,381443.148387097,320.28,2018-09-11,9,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",124.017467248908,11871.0952741388,95.7211555555555,2019-06-11,6,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",4,NA,53.1,2015-05-15,5,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",76,NA,53.1,2015-06-15,6,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",331.333333333333,4855.13777777778,14.6533333333333,2018-07-17,7,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",2600,783744,301.44,2020-08-11,8,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",1570.784,NA,41.5,2014-10-15,10,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",2000,25120,12.56,2016-07-15,7,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",284,107011.2,376.8,2019-07-16,7,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",600,7536,12.56,2016-08-15,8,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",933.142857142857,15627.0323809524,16.7466666666667,2017-07-11,7,2017,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",463.866666666667,300411.65,647.625,2018-10-16,10,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",100,45216,452.16,2019-09-17,9,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",200,7195.83333333333,35.9791666666667,2020-07-14,7,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus communis",458.064516129032,503412.903225806,1099,2019-10-15,10,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus costato-granulatus",426,6096.015625,14.3098958333333,2020-05-12,5,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus costato-granulatus",28.4,96.142875,3.3853125,2019-07-16,7,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus denticulatus",1111.11111111111,251200,226.08,2016-09-15,9,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus intermedius",550,6908,12.56,2016-10-16,10,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus intermedius",600,40192,66.9866666666667,2016-08-15,8,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus opoliensis",800,150720,188.4,2018-08-14,8,2018,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus quadricauda",160,NA,50.3,2015-10-14,10,2015,"Scenedesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",4712.352,NA,10,2014-10-15,10,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",4712.352,NA,18.8,2015-09-15,9,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",4712.352,NA,10.5,2014-07-14,7,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",628.3136,NA,11.5,2014-05-20,5,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",4712.352,NA,20.6,2014-08-14,8,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",471.2352,NA,37.4,2014-06-16,6,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",4712.352,NA,10,2015-06-15,6,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",4712.352,NA,18.8,2015-08-16,8,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",1884.9408,NA,32,2016-06-15,6,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",942.4704,NA,20.6,2014-09-15,9,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",1884.9408,NA,32,2016-05-15,5,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",18849.408,NA,10,2015-07-15,7,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",9424.704,NA,18.8,2015-10-14,10,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sempervirens",471.2352,NA,10,2015-05-15,5,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus serratus",6283.136,NA,72.5,2014-10-15,10,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus serratus",314.1568,NA,105.6,2016-06-15,6,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus serratus",157.0784,NA,59.9,2015-06-15,6,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus smithii",40,NA,130.9,2015-06-15,6,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus smithii",8,NA,285.7,2016-06-15,6,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus smithii",40,NA,223.2,2014-10-15,10,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus smithii",120,NA,368.2,2014-08-14,8,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",40,NA,7.4,2015-07-15,7,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",2513.2544,253106.95936,44.3,2014-06-16,6,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",1570.784,NA,38.2,2014-09-15,9,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",1256.6272,NA,17.2,2016-05-15,5,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",20,NA,64.1,2014-08-14,8,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",471.2352,NA,7.4,2015-05-15,5,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",100,942,9.42,2019-09-17,9,2019,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",1570.784,NA,18,2015-10-14,10,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",628.3136,NA,25.6,2014-05-20,5,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",157.0784,NA,80.6,2014-05-20,5,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",6283.136,889667.4552,35.3,2015-09-15,9,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",30,NA,72.6,2015-08-16,8,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",314.1568,NA,17.2,2016-06-15,6,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",449.666666666667,14707.8472222222,32.7083333333333,2020-05-12,5,2020,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",628.3136,NA,24.8,2014-05-20,5,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus sp.",1570.784,NA,5.1,2015-09-15,9,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",157.0784,NA,16.4,2014-05-20,5,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",785.392,NA,24.6,2014-07-14,7,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",235.6176,NA,24.8,2015-05-15,5,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",628.3136,NA,17.2,2016-06-15,6,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",785.392,NA,24.5,2015-10-14,10,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",39.2696,NA,24.8,2015-05-15,5,2015,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",314.1568,NA,49.6,2014-05-20,5,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus spp.",785.392,NA,35.3,2014-10-15,10,2014,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Desmodesmus subspicatus",100,2826,28.26,2016-07-15,7,2016,"Desmodesmus","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Dichotomococcus curvatus",23888.8888888889,150022.222222222,6.28,2016-09-15,9,2016,"Dichotomococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
"Dichotomococcus curvatus",378.666666666667,2378.02666666667,6.28,2018-07-17,7,2018,"Dichotomococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
"Dichotomococcus curvatus",500,588.75,1.1775,2017-06-13,6,2017,"Dichotomococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
"Dichotomococcus curvatus",50,314,6.28,2016-10-16,10,2016,"Dichotomococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
"Dichotomococcus curvatus",5400,7065,1.30833333333333,2016-08-15,8,2016,"Dichotomococcus","Trebouxiales","Trebouxiophyceae",NA,"NoClass"
